szerzõ,cím,,,leltári_szám,vonalkód,,,ISBN_szám,beszerzés_dátuma,kiadás_éve,szállító
"Fombelle, Timothée de",Ágrólszakadt Tóbiás : 2. köt.: Lilia szeme,,,A-012573,3063996,,,9.79E+12,2010.08.26,2009,Kalligraf Könyvesbolt
"Smith, Lisa Jane",Vámpírnaplók 1. : Ébredés,,,A-012609,3063231,,,9.79E+12,2010.10.04,2010,Kalligraf Könyvesbolt
"Smith, Lisa Jane",Vámpírnaplók 2. : Küzdelem,,,A-012637,3063514,,,9.79E+12,2010.10.04,2010,Kalligraf Könyvesbolt
"Cooper, Jilly",Póló,,,A-012687,3295793,,,9.79E+12,2010.10.08,2007,Kalligraf Könyvesbolt
"Cooper, Jilly",Riválisok,,,A-012718,3296103,,,9639604224,2010.10.08,2006,Kalligraf Könyvesbolt
Hámor Vilmos,"Mosolyszür(n)et 2 : Vidám, búfeledtetõ, gondûzõ, elgondolkodtató, szíveket megérintõ történetek és morzsákok",,,A-012749,3219393,,,9.79E+12,2010.10.06,2010,Hámor Vilmos egyéni vállalkozó
Nagy István,Quiritatio = Sikoly : Gyõri zsidó tragédia 1938-1945,,,A-012780,3278499,,,9.79E+12,2010.10.25,2010,Gyõri Zsidó Hitközség
"Grimm, Jacob",Grimm legszebb meséi : olvasásra és felolvasásra,,,A-012830,3298190,,,9.79E+12,2010.09.30,2010,Szív Barát Gyermekalapítvány
Papp Anikó Míra,Játékos rajzolás,,,A-012848,3297117,,,9637268138,2010.09.30,2003,Szív Barát Gyermekalapítvány
Kozák Ágnes,Mesevilág a Balaton mélyén,,,A-012858,3293744,,,9.79E+12,2010.11.10,2010,Kozák Ágnes
Hámor Vilmos,Bumeráng,,,A-012886,3057025,,,9634300111,2010.11.19,2002,Hámor Vilmos egyéni vállalkozó
Hámor Vilmos,Bolhapiac,,,A-012915,3057704,,,9.79E+12,2010.11.19,2007,Hámor Vilmos egyéni vállalkozó
Hámor Vilmos,Szerinted? : Válogatott interjúk három évtizedbõl,,,A-012945,3057407,,,9.79E+12,2010.11.19,2007,Hámor Vilmos egyéni vállalkozó
"Rice, Luanne",Hallgatag rózsák,,,A-012975,3304891,,,9.79E+12,2010.11.17,2006,Kalligraf Könyvesbolt
"Adler, Elizabeth",San Diego mindent visz,,,A-012995,3305096,,,9.79E+12,2010.11.17,2008,Kalligraf Könyvesbolt
"Adler, Elizabeth","Kalifornia, szívem",,,A-013027,3057179,,,9.79E+12,2010.11.17,2008,Kalligraf Könyvesbolt
"Holt, Victoria",Kígyóasszony,,,A-013053,3306703,,,9636353085,2010.11.17,2006,Kalligraf Könyvesbolt
"Malam, John",Szörnyek manók sárkányok nagykönyve,,,A-013079,3305690,,,9.79E+12,2010.11.17,2010,Kalligraf Könyvesbolt
"Trapp, Kyrima",A lovagvár,,,A-013104,3305942,,,9.79E+12,2010.11.17,2010,Kalligraf Könyvesbolt
"Stone, Katherine",Caroline naplója,,,A-013129,3306215,,,9639648310,2010.11.20,2006,Kalligraf Könyvesbolt
"Sparks, Nicholas",Igaz hittel,,,A-013155,3306475,,,9639648183,2010.11.20,2006,Kalligraf Könyvesbolt
Vörös Gyõzõ,"Egyiptom templomépítészete az egyiptomi magyar ásatások fényében, 1907-2007",,,A-013428,3314418,,,9.79E+12,2010.12.14,2007,Kalligraf Könyvesbolt
"Farrow, Joanna",A mézeskalács készítésének kiskönyve : 24 ihletet adó házikó és dekoratív ajándékötletek,,,A-013429,3314425,,,9637046437,2010.12.14,2005,Kalligraf Könyvesbolt
Bartos Erika,Hoppla meséi : Kirándulás Pécs városába,,,A-013430,3314432,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
"Gnone, Elisabetta",Fairy Oak : Grisam kapitány és a szerelem,,,A-013431,3314449,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
"Hawthorne, Rachel",Bizalomjáték,,,A-013432,3314456,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
Pataki Éva,Ami elveszett : családregény,,,A-013433,3314463,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
Bartos Erika,Bárányfelhõk : Gyerekversek,,,A-013434,3314470,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
Vass Virág,"Sokszor csókol,  India!",,,A-013435,3314487,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
"Marsh, Evelyn",Nincs visszaút,,,A-013436,3314494,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
"Lerman, Drew",Bûvös város,,,A-013437,3314500,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
"Barkow, Nick",Szomorú vasárnap,,,A-013438,3313213,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
"Peterfreund, Diana",Ébredj velünk!,,,A-013439,3313220,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
"Wilson, Jcqueline",Szólíts Sütinek!,,,A-013440,3313237,,,9.79E+12,2010.12.14,2010,Kalligraf Könyvesbolt
Hajdú Mihály,Családnevek enciklopédiája : leggyakoribb mai családneveink,,,A-013546,3314845,,,9.79E+12,2010.12.14,2010,Tinta Könyvkiadó
Molnár Csikós László,Divatszavak : 222 újszerû szó és szójelentés részletes magyarázata,,,A-013575,3315156,,,9.79E+12,2010.12.14,2008,Tinta Könyvkiadó
Tótfalusi István,Idegenszó-tár : Idegen szavak értelmezõ és etimológiai szótára,,,A-013603,3315569,,,9.79E+12,2010.12.14,2008,Tinta Könyvkiadó
Fercsik Erzsébet,Keresztnevek enciklopédiája : a leggyakoribb nõi és férfinevek,,,A-013632,3314555,,,9.79E+12,2010.12.14,2009,Tinta Könyvkiadó
Tótfalusi István,"Kiejtési szótár : Idegen nevek, szavak, kifejezések és szólások helyes kiejtése",,,A-013661,3316375,,,9637094288,2010.12.14,2006,Tinta Könyvkiadó
Bárdosi Vilmos,Közmondások : 3000 magyar közmondás és szójárás betûrendes értelmezõ dióhéjszótára,,,A-013686,3315323,,,9637094407,2010.12.14,2007,Tinta Könyvkiadó
Burget Lajos,Retró szótár : Korfestõ szavak a második világháborútól a rendszerváltásig,,,A-013710,3310144,,,9.79E+12,2010.12.14,2008,Tinta Könyvkiadó
Bárdosi Vilmos,Szólások : 5000 magyar állandósult szókapcsolat betûrendes értelmezõ dióhéjszótára,,,A-013755,3310595,,,9637094393,2010.12.14,2007,Tinta Könyvkiadó
Vargha Katalin,Találós kérdések :1295 hagyományos magyar szóbeli rejtvény,,,A-013784,3316085,,,9.79E+12,2010.12.14,2010,Tinta Könyvkiadó
"Hopkins, Jeffrey","A béke mûvészete : Béke Nobel Díjasok beszélnek emberi jogokról, ellentétekrõl és kibékülésrõl",,,A-013813,2956695,,,963218915,2011.03.10,2003,Püski Kiadó Kft
Dobos László,Összhang : Bartók Béla ének-zenei általános iskola Gyõr 2004 [CD],,,A-013844,2957340,,,,2011.03.29,2004,Ismeretlen
Antal Judit,Igaz gyöngy : Ezer kilométer a Szent Jakab-zarándokúton,,,A-013877,2954738,,,9.79E+12,2011.04.01,2011,Barbori Bt.
"Martínez, Guillermo",Luciana B. lassú halála,,,A-014070,3343104,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
"Brown, Sandra",Vihar az édenkertben,,,A-014099,3342091,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
Grecsó Krisztián,Mellettem elférsz,,,A-014128,3342381,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
Csernus Imre,Felnõtt húsleves : Élet- és ételérzések,,,A-014157,3344170,,,9.79E+12,2011.04.12,2010,Könyvtér Kft.
"Steel, Danielle",Családi kötelékek,,,A-014186,3342510,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
"Jones, Robert",Sminkelés mesterfokon : Szépülj szakértõ segítségével,,,A-014215,3342800,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
"Martin, Jill",Öltözködés,,,A-014244,3344606,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
"Dudley, Geoffrey A.",Duplázd meg a tanulóerõdet! : A rögzítés és a felidézés hatékony technikája,,,A-014273,3344897,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
"Blanchard, Anne",Rebellisek enciklopédiája : Ádáz kölykökbõl lázadók,,,A-014302,3343883,,,9.79E+12,2011.04.12,2010,Könyvtér Kft.
"Liao, Chiawei","Életre kelt zoknik : Egyedi, fantáziadús zoknilények, lépésrõl-lépésre Danieltõl",,,A-014330,3345092,,,9.79E+12,2011.04.12,2010,Könyvtér Kft.
"McKain, Kelly",Flóra és Fényes,,,A-014357,3345351,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
"Stilton, Geronimo",Az élet egy rodeó!,,,A-014384,3345627,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
"Stilton, Tea",A szerelem színre lép Cinnfordban,,,A-014411,3346877,,,9.79E+12,2011.04.12,2011,Könyvtér Kft.
"Bosse, Sarah",Anna hamis nyomon,,,A-014438,3345849,,,9.79E+12,2011.04.12,2010,Könyvtér Kft.
"Stilton, Geronimo",A szfinx titka,,,A-014465,3346112,,,9.79E+12,2011.04.12,2010,Könyvtér Kft.
"Roca, Núria",Kamasz fiúk könyve,,,A-014492,3346457,,,9.79E+12,2011.04.12,2008,Könyvtér Kft.
Bárdos András,Vágó István : Kinyitom a számat,,,A-014534,3347461,,,9.79E+12,2011.04.21,2011,Könyvtér Kft.
"Marsh, Evelyn",A kábulat ára ; A különös sziget (kisregény),,,A-014565,3442180,,,9638296704,2011.04.17,2005,Könyvtér Kft.
Köteles Viktória,88 magyar találmány,,,A-014594,3442470,,,9.79E+12,2011.04.17,2010,Könyvtér Kft.
"Bosse, Sarah","Bátorság, Anna! : Malomvölgyi lovaskalandok",,,A-014622,3333877,,,9.79E+12,2011.04.17,2010,Könyvtér Kft.
"Schnakenberg, Robert",Híres szerzõk titkos élete : Amit tanáraink soha nem meséltek el,,,A-014650,3443194,,,9.79E+12,2011.05.12,2010,Könyvtér Kft.
Zelk Zoltán,Égig érõ körtefa,,,A-014673,3442838,,,9639594393,2011.05.09,É.N.,Könyvtér Kft.
Juhász Magda,Varázsló,,,A-014674,3442845,,,9.79E+12,2011.05.09,2007,Könyvtér Kft.
Toldiné Tölgyvári Rita,"Répa, retek, mogyoró : Beszédfejlesztõ versek, mondókák, nyelvtörõk gyerekeknek",,,A-014675,3442852,,,9.79E+12,2011.05.09,2011,Könyvtér Kft.
Dávid Ildikó,Mesebeli Kerekerdõ,,,A-014676,3442869,,,9.79E+12,2011.05.09,2011,Könyvtér Kft.
"Picoult, Jodie",Házirend,,,A-014677,3442876,,,9.79E+12,2011.05.09,2011,Könyvtér Kft.
"Picoult, Jodie",Elrabolt az apám,,,A-014678,3442883,,,9.79E+12,2011.05.09,2011,Könyvtér Kft.
"Picoult, Jodie",Törékeny,,,A-014679,3442890,,,9.79E+12,2011.05.09,2010,Könyvtér Kft.
"Gaskell, Elizabeth Cleghorn",Észak és Dél,,,A-014680,3442906,,,9.79E+12,2011.05.09,2008,Könyvtér Kft.
"Webb, Holly","Gombóc, az elhagyatott kiskutya",,,A-014681,3442913,,,9.79E+12,2011.05.09,2010,Könyvtér Kft.
"Golden, Arthur",Egy gésa emlékiratai,,,A-014682,3442920,,,9.79E+12,2011.05.09,2010,Könyvtér Kft.
Fejõs Éva,Cuba Libre,,,A-014683,3442937,,,9.79E+12,2011.05.09,2010,Könyvtér Kft.
Henn László,Ragadozók,,,A-014684,3442944,,,9.79E+12,2011.05.09,2010,Könyvtér Kft.
"Sasson, Jean P.",A fátyol mögött : Igaz történet egy szaúd-arábiai királyi család életébõl,,,A-014685,3442951,,,963731847X,2011.05.09,2005,Könyvtér Kft.
Márai Sándor,Március : Márai Sándor összegyûjtött írásai,,,A-014686,3442968,,,9637138889,2011.05.09,2006,Könyvtér Kft.
"Kampen, Thomas van",Terráriumi állatok tartása és gondozása,,,A-014687,,,,9639388335,2011.05.09,2001,Könyvtér Kft.
Wass Albert,Tizenhárom almafa,,,A-014688,3442982,,,9.79E+12,2011.05.09,2011,Könyvtér Kft.
"Jansson, Tove",Varázskalap a Múminvölgyben,,,A-014689,3442999,,,9631179044,2011.05.09,2004,Könyvtér Kft.
"Coelho, Paulo",Alef,,,A-014690,3443002,,,9.79E+12,2011.05.09,2011,Könyvtér Kft.
"Coelho, Paulo",A Piedra folyó partján ültem és sírtam,,,A-014691,3443019,,,9.79E+12,2011.05.09,2010,Könyvtér Kft.
"Coelho, Paulo",A Zahir,,,A-014692,3443026,,,9.79E+12,2011.05.09,2010,Könyvtér Kft.
"McCarthy, Cormac",Vad lovak : Határtrilógia : Elsõ rész,,,A-014693,3443033,,,9.79E+12,2011.05.09,2011,Könyvtér Kft.
"Coelho, Paulo",Veronika meg akar halni,,,A-014694,3443040,,,9.79E+12,2011.05.09,2010,Könyvtér Kft.
"Coelho, Paulo",A portobellói boszorkány,,,A-014695,3443057,,,9.79E+12,2011.05.09,2011,Könyvtér Kft.
Márai Sándor,A gyertyák csonkig égnek,,,A-014696,3443064,,,9.79E+12,2011.05.09,2009,Könyvtér Kft.
Wass Albert,Elvész a nyom,,,A-014697,3443071,,,9639472433,2011.05.09,2003,Könyvtér Kft.
"Garwood, Julie",Hosszú búcsú,,,A-014698,3443088,,,9.79E+12,2011.05.09,2011,Könyvtér Kft.
Valló László,Metszés a gyümölcsöskertben,,,A-014699,3443095,,,,2011.05.09,2006,Könyvtér Kft.
"Vonnegut, Kurt",Galápagos,,,A-014700,3443101,,,9.79E+12,2011.05.09,2008,Könyvtér Kft.
"Garcia Márquez, Gabriel",Száz év magány,,,A-014701,3443118,,,9.79E+12,2011.05.09,É.N.,Könyvtér Kft.
"Bourgeois, Paulette",Franklin és a felelõsség,,,A-014702,3443125,,,9.79E+12,2011.05.09,2008,Könyvtér Kft.
Bartos Erika,Zakatoló : gyerekversek,,,A-014867,3463277,,,9.79E+12,2011.06.17,2011,Könyvtér Kft.
Bartos Erika,Bogyó és Babóca a Varázsszigeten : [kifestõfüzet],,,A-014898,3462287,,,9.79E+12,2011.06.17,2011,Könyvtér Kft.
Bartos Erika,Bogyó és Babóca kertészkedik : Napraforgók ; A gomba kalapja,,,A-014929,3462591,,,9.79E+12,2011.06.17,2011,Könyvtér Kft.
Hahner Péter,"Újabb 100 történelmi tévhit, Avagy amit biztosan tudsz a történelemrõl - és mind rosszul tudod...",,,A-014960,3477854,,,9.79E+12,2011.06.17,2011,Könyvtér Kft.
"Pollard, Justin","Feltalálósdi : 100 tudományos felfedezés, ahogy valójában történt",,,A-014991,3478165,,,9.79E+12,2011.06.17,2011,Könyvtér Kft.
"Carrell, Jennifer Lee",A Macbeth-rejtély,,,A-015022,3489529,,,9.79E+12,2011.06.17,2011,Könyvtér Kft.
Bartos Erika,Bogyó és Babóca : évszakos könyv,,,A-015053,3401279,,,9.79E+12,2011.06.22,2011,Könyvtér Kft.
Szendi Gábor,Paleolit szakácskönyv,,,A-015088,3401583,,,9.79E+12,2011.06.22,2010,Könyvtér Kft.
Szendi Gábor,Paleolit táplálkozás : A nyugati életmód és a civilizációs betegségek,,,A-015115,3400968,,,9.79E+12,2011.06.22,2009,Könyvtér Kft.
Szegõ András,Bombasiker : A 10 legsikeresebb magyar szerzõ,,,A-015146,3400593,,,9.79E+12,2011.06.22,2011,Könyvtér Kft.
Kõszeg Ferenc,Múltunk vége,,,A-015177,3400906,,,9.79E+12,2011.06.22,2011,Könyvtér Kft.
"Alvtegen, Karin",A kitaszított,,,A-015208,3462966,,,9.79E+12,2011.06.22,2011,Könyvtér Kft.
"France, Christine",Kerti partik : A grillezés nagy szakácskönyve : Több mint 200 recept szabadtéri konyhamûvészethez,,,A-015259,3485606,,,9639134678,2011.07.05,2005,Könyvtér Kft.
Borsos Balázs,"A magyar népi kultúra régiói 1. : Dunántúl, Kisalföld, Alföld",,,A-015290,3486283,,,9.79E+12,2011.07.05,2011,Könyvtér Kft.
Magyar Zoltán,"A magyar népi kultúra régiói 2. : Felföld, Erdély, Moldva",,,A-015321,3486443,,,9.79E+12,2011.07.05,2011,Könyvtér Kft.
"Grisham, John",Vallomás,,,A-015372,3486863,,,9.79E+12,2011.07.05,2011,Könyvtér Kft.
Balázs Ágnes,Lufi és a nyolcpecsétes titok,,,A-015603,3410462,,,9.79E+12,2011.06.25,2011,Könyvtér Kft.
Imrehné Sebestyén Margit,Divatok és korok,,,A-015634,3410851,,,9.79E+12,2011.07.02,2010,Könyvtér Kft.
"Adler, Elizabeth",A Villa Mimosa titka,,,A-015665,3489147,,,9.79E+12,2011.07.02,2009,Könyvtér Kft.
Hámor Vilmos,"Mosolyszür(n)et 3 : Vidám, búfeledtetõ, gondûzõ, elgondolkodtató, szíveket megérintõ történetek és morzsákok... ...hámorgásokkal itt-ott",,,A-015754,3412428,,,9.79E+12,2011.09.19,2011,Hámor Vilmos egyéni vállalkozó
Fodor István,A világ nyelvei és nyelvcsaládjai,,,A-015780,3413517,,,9637094067,2011.09.23,2004,Tinta Könyvkiadó
Bódi Zoltán,"Infoszótár : informatikai fogalmak eredete, magyarázata és használata",,,A-015794,3413654,,,9.79E+12,2011.09.23,2010,Tinta Könyvkiadó
Kiss Gábor,"Magyar szókincstár : rokon értelmû szavak, szólások és ellentétek szótára",,,A-015824,3413937,,,9.79E+12,2011.09.23,2011,Tinta Könyvkiadó
Tótfalusi István,Magyarító szótár : Idegen szavak magyarul,,,A-015850,3412893,,,9.79E+12,2011.09.23,2011,Tinta Könyvkiadó
Szathmári István,Stíluseszközök és alakzatok kislexikona,,,A-015860,3412992,,,9.79E+12,2011.09.23,2010,Tinta Könyvkiadó
Parapatics Andrea,Szlengszótár : A mai magyar szleng 2000 szava és kifejezése fogalomköri szinonimamutatóval,,,A-015870,3309995,,,9.79E+12,2011.09.23,2008,Tinta Könyvkiadó
Dragomán György,A fehér király,,,A-016097,3506745,,,9.79E+12,2011.11.14,2011,Könyvtér Kft.
"Kürenberg, Joachim von",Schratt Katalin : A császárváros regénye,,,A-016126,3508473,,,96392040909,2011.11.14,1999,Könyvtér Kft.
Valuch Tibor,Magánélet Kádár János korában,,,A-016150,3508718,,,9.79E+12,2011.11.14,2011,Könyvtér Kft.
"Dänzer-Kantof, Boris",Magánélet Napóleon korában,,,A-016173,3505045,,,9.79E+12,2011.11.14,2011,Könyvtér Kft.
Rakovszky Zsuzsa,VS,,,A-016196,3510131,,,9.79E+12,2011.11.14,2011,Könyvtér Kft.
"Tóth Kriszta, D.",Nagylánykönyv : Lolával az élet folytatódik,,,A-016286,3510216,,,9.79E+12,2011.11.16,2011,Könyvtér Kft.
Frei Tamás,A bankár,,,A-016310,3510452,,,9.79E+12,2011.11.16,2011,Könyvtér Kft.
Kepes András,Tövispuszta,,,A-016334,3510704,,,9.79E+12,2011.11.16,2011,Könyvtér Kft.
Sárosi Bálint,Nótáskönyv,,,A-016354,3511626,,,9.79E+12,2011.11.16,2010,Könyvtér Kft.
Vass Virág,Krásznájá Moszkvá,,,A-016362,3511701,,,9.79E+12,2011.11.16,2011,Könyvtér Kft.
Váncsa István,Váncsa István szakácskönyve : Ezeregy recept,,,A-016386,3511947,,,9.79E+12,2011.11.16,2003,Könyvtér Kft.
"Roberts, Nora",Bûbájosok,,,A-016410,3506332,,,9.79E+12,2011.11.16,2011,Könyvtér Kft.
"Grisham, John",Theodore Boone a kölyökügyvéd,,,A-016433,3512470,,,9.79E+12,2011.11.16,2010,Könyvtér Kft.
"Apollinaire, Guillaume",Híres történetek az utazásról,,,A-016482,3521342,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
Nógrádi Gergely,Balhés Beni naplója,,,A-016523,3521755,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
Szabó Magda,Liber Mortis : Naplók 1982. május 25.-1990. február 27.,,,A-016547,3512241,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
Szalai Vivien,Hamis gyönyör : Egy luxusprostituált vallomásai,,,A-016571,3527924,,,9.79E+12,2011.11.20,2010,Könyvtér Kft.
,Édességek aranykönyve,,,A-016595,3528167,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
"Platt, Richard",Ki hitte volna...?...hogy a veszteseket feláldozták a maja labdajátékokon? : Veszélyes idõtöltések,,,A-016619,3502020,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
"Platt, Richard",Ki hitte volna...?...hogy a középkorban tilos volt a magas sarkú cipõ viselése? : Divathóbortok,,,A-016643,3502266,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
"Platt, Richard",Ki hitte volna...? ...hogy 1400-ban a betûk ismerete életet menthetett? : Érdekességek az iskolák világából,,,A-016666,3527108,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
"Platt, Richard",Ki hitte volna...? ...hogy az ágytesztelõk pénz kaptak az alvásért? : Különleges foglalkozások,,,A-016689,3527337,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
"Platt, Richard",Ki hitte volna...?...hogy a marcipán cianidokat tartalmaz? : Furcsa tények az ételekrõl,,,A-016712,3527566,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
"Platt, Richard",Ki hitte volna...?...hogy a pókháló elállítja a vérzést? : Érdekességek az orvoslás világából,,,A-016735,3501788,,,9.79E+13,2011.11.20,2011,Könyvtér Kft.
"Grangé, Jean-Christophe",A lelkek erdeje,,,A-016781,3529829,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
"White, Stephen",Ostromállapot,,,A-016804,3530054,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
"Castillo, Linda",Könyörgés,,,A-016827,3530283,,,9.79E+12,2011.11.20,2010,Könyvtér Kft.
"Cabot, Meg",Airhead : Nikki bõrében,,,A-016873,3532133,,,9.79E+12,2011.11.20,2010,Könyvtér Kft.
"Cabot, Meg",Airhead : Menekülés,,,A-016896,3530412,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
Szélesi Sándor,Jumurdzsák gyûrûje,,,A-016919,3530665,,,9.79E+12,2011.11.20,2011,Könyvtér Kft.
"Marsotto, Aurora",Balettiskola 3.: A nagy gála,,,A-017012,3535462,,,9.79E+12,2011.11.28,2011,Könyvtér Kft.
"Marsotto, Aurora",Balettiskola 2.: Egy új csillag,,,A-017035,3533734,,,9.79E+12,2011.11.28,2011,Könyvtér Kft.
"Köthe, Rainer",Kísérletek könyve,,,A-017073,3534113,,,9.79E+12,2011.11.28,2010,Könyvtér Kft.
"Frescura, Loredana",A világ a te szemeddel : Egy szerelem két története,,,A-017079,3534205,,,9.79E+12,2011.11.28,2010,Könyvtér Kft.
"Weston, Angie","Varázslatos mozaik : Egyszerû, kreatív ötletek kifinomult stílusban",,,A-017145,3535226,,,9.79E+12,2011.12.02,2010,Könyvtér Kft.
"Birney, Betty G.",Spuri és a nagyvilág,,,A-017177,3536612,,,9.79E+12,2011.12.06,2009,Könyvtér Kft.
Szalai Vivien,Drága kéj,,,A-017185,3536674,,,9.79E+12,2011.12.06,2011,Könyvtér Kft.
"Weber, Felix","Diákszakácskönyv : Egyszerûen, olcsón és gyorsan!",,,A-017337,3506943,,,9.79E+12,2011.12.03,2011,Könyvtér Kft.
Horváth Ildikó,Varjúnátha,,,A-017358,3539187,,,9.79E+12,2011.12.15,2011,Horváth Ildikó
Hámor Vilmos,Szanálás,,,A-017390,3540046,,,9634600360,2011.12.15,2004,Hámor Vilmos egyéni vállalkozó
Hámor Vilmos,Porcelánmosoly : Jegyzetlapok és...,,,A-017410,3538944,,,9632297040,2011.12.15,2006,Hámor Vilmos egyéni vállalkozó
"Haarpaintner,  Andsen",Illatos kert : Kerttervezés : Kerti munka : Növényápolás : Növényismeret,,,A-017427,3539934,,,9637418059,2011.12.15,2005,Könyvtér Kft.
Vécsey Aurél,Hunok-magyarok csatái és kalandozásai,,,A-017438,3539835,,,9.79E+12,2011.12.15,2009,Könyvtér Kft.
Vécsey Aurél,Keserû magyar sors : Öngyilkosok klubja,,,A-017449,3539675,,,9.79E+12,2011.12.15,2011,Könyvtér Kft.
Földi Pál,A magyar testõrség története,,,A-017463,3539583,,,9.79E+12,2011.12.15,2011,Könyvtér Kft.
Darvasi László,Trapiti avagy A nagy tökfõzelkháború,,,A-017513,3567579,,,9.79E+12,2012.03.10,2012,Könyvtér Kft.
Darvasi László,Trapiti és a borzasztó nyúl : Szerelmes és bûnügyi gyermekregény,,,A-017541,3571194,,,9631423956,2012.03.10,2005,Könyvtér Kft.
"Swatridge, Colin",Marslakók földje avagy Magyarország angol szemmel,,,A-017569,3567760,,,9.79E+12,2012.03.10,2011,Könyvtér Kft.
Fábián Janka,Az angyalos ház,,,A-017599,3571668,,,9.79E+12,2012.03.19,2011,Könyvtér Kft.
Boldizsár Ildikó,Királyfi születik,,,A-017627,3570661,,,9.79E+12,2012.03.19,2011,Könyvtér Kft.
"Lampszosz, Pariszula",Bagdad hercegnõje : Életem Szaddámmal,,,A-017656,3575956,,,9.79E+12,2012.03.24,2011,Könyvtér Kft.
Janikovszky Éva,De szép ez az élet!,,,A-017684,3576243,,,9.79E+12,2012.03.24,2012,Könyvtér Kft.
"Laws, Bill","Ötven növény, amely megváltoztatta a történelmet",,,A-017735,3581445,,,9.79E+12,2012.03.16,2012,Könyvtér Kft.
"Roberts, Gregory David",Sántárám,,,A-017763/01,3580219,,,9.79E+12,2012.03.16,2010,Könyvtér Kft.
"Roberts, Gregory David",Sántárám,,,A-017763/02,3581162,,,9.79E+12,2012.03.16,2010,Könyvtér Kft.
