szerzõ,cím,leltári szám,vonalkód,ISBN szám,beszerzési dátum,kiadási év,szállító,dokumentum típus,statisztikai besorolás
Török Rezsõ,A férfi mind õrült,9-000247,2868073,9637895043,    .  .  ,1990,???,könyv,???
Tömörkény István,Tömörkény István válogatott novellái,9-000248,2868172,9631508269,    .  .  ,1977,???,könyv,???
"Turgenyev, Ivan Szergejevics",Elsõ szerelem,9-000249,2868233,9630715651,    .  .  ,1979,???,könyv,???
Varga Domokos,Herman Ottó,9-000250,2868448,9631104915,    .  .  ,1976,???,könyv,???
"Twain, Mark",Koldus és királyfi,9-000251,2868332,963110088X,    .  .  ,1974,???,könyv,???
,Vidám délután : Mûsorfüzet 5-8-ik osztályosoknak,9-000252,2870045,,    .  .  ,1969,???,könyv,???
Hegedûsné Kripák Ildikó,Ünnepváró : Ünnepi ötlettár,9-000253,2869933,963464676X,    .  .  ,2003,???,könyv,???
Hegyi Füstös István,Világszép Sárkány Rózsa,9-000254,2870083,963564244X,    .  .  ,1988,???,könyv,???
,Zörög a kocsi : Három egyfelvonásos,9-000255,2870380,9635624131,    .  .  ,1978,???,könyv,???
"Milne, Alan Alexander",Kaland a nászúton,9-000256,2870434,,    .  .  ,1968,???,könyv,???
,Búcsúzik az ó-mechanizmus,9-000257,2870489,,    .  .  ,1968,???,könyv,???
,Tigris a Bégmezõn,9-000258,2870533,9635621477,    .  .  ,1976,???,könyv,???
,Önvádaskodók,9-000259,2870526,,    .  .  ,1968,???,könyv,???
Bárány Tamás,Futótûz : Keserû komédia két részben,9-000260,2870427,,    .  .  ,1969,???,könyv,???
,A sétáló ház kalandjai,9-000261,2870373,9635627750,    .  .  ,1981,???,könyv,???
,Szükséglakás: Három új magyar egyfelvonásos,9-000262,2870328,9635629060,    .  .  ,É.N.,???,könyv,???
,Régi szép világ : Egyfelvonásosok,9-000263,2870274,,    .  .  ,1967,???,könyv,???
,Társasjáték : három egyfelvonásos,9-000264,2870335,,    .  .  ,1967,???,könyv,???
Csurka István,Az idõ vasfoga,9-000265,2870236,,    .  .  ,É.N.,???,könyv,???
"Marsak, Samuil Akovlevic",A balsors és a katona : Mesejáték,9-000266,2870182,9635629192,    .  .  ,1981,???,könyv,???
"Svarc, Vladimir Vladislavovic",Az elvarázsolt testvérek,9-000267,2870137,9635627092,    .  .  ,1980,???,könyv,???
,Bohók és bohócok,9-000268,2870038,9635624948,    .  .  ,1978,???,könyv,???
Tandori Dezsõ,"Azt te csak hiszed, bébi!",9-000269,2867939,9632716310,    .  .  ,1982,???,könyv,???
"Aszódi Éva, T.",Nefelejcs : Szép magyar versek kisiskolásoknak,9-000270,2870311,9631166945,    .  .  ,1991,???,könyv,???
"Aszódi Éva, T.",Nefelejcs : Szép magyar versek kisiskolásoknak,9-000272,2870724,9631169510,    .  .  ,1991,???,könyv,???
Öveges József,"Színes fizikai kísérletek a ""semmibõl""",9-000273,2870076,9631106543,    .  .  ,1977,???,könyv,???
Nógrádi Gábor,Gazdag akarsz lenni te is? : Bánj a pénzzel okosan!,9-000274,2871776,9639503029,    .  .  ,2003,???,könyv,???
Csoóri Sándor,Lekvárcirkusz bohócai : Gyermekversek,9-000275,2871295,9631108082,    .  .  ,1977,???,könyv,???
Bálint Ágnes,Szeleburdi család,9-000276,2872902,9631108244,    .  .  ,1977,???,könyv,???
,Bibliai történetek,9-000277,2873046,9639305537,    .  .  ,1998,???,könyv,???
Pelyhe Andrásné,Karácsony fényei : jeles ünnepnapok adventtõl vízkeresztig,9-000278,2873091,9638102020,    .  .  ,1994,???,könyv,???
Kriston Andrea,Fityfiritty : mese az órákról,9-000279,2872308,9639076821,    .  .  ,2000,???,könyv,???
,Nem jó az embernek egyedül.. : Útravaló házasságot kötõ fiataloknak : Pásztori segítség a családi élet kérdéseiben minden református családnak,9-000280,2871875,9633004462,    .  .  ,1991,???,könyv,???
Ballér Judit,A Föld,9-000281,2871912,9637791264,    .  .  ,É.N.,???,könyv,???
Vidor Miklós,Sárkányok alkonya,9-000282,2872063,963110303X,    .  .  ,1975,???,könyv,???
"Baum, Lyman Frank","Óz, a nagy varázsló",9-000284,2873404,9631105725,    .  .  ,1976,???,könyv,???
"Junker, Reinhard",Hogyan kapta csíkjait a zebra? : Teremtés vagy evolúció,9-000285,2873374,9639434523,    .  .  ,2003,???,könyv,???
Gedai István,Tinó helyett ezüstpénz,9-000286,2873473,9631128180,    .  .  ,1982,???,könyv,???
Berkes Péter,Várható idõjárás,9-000287,2873527,963110284X,    .  .  ,1976,???,könyv,???
Horváth István,A rovásírás ábécéje,9-000289,2873558,9632124561,    .  .  ,2003,???,könyv,???
Buda Béla,A pszichoanalízis és modern irányzata,9-000290,2874128,,    .  .  ,1971,???,könyv,???
Szigeti Györgyné,Filozófiai kislexikon,9-000291,2874029,,    .  .  ,1972,???,könyv,???
"Frolov, I.T.",Filozófia és modern biológia,9-000292,2873923,9630903075,    .  .  ,1975,???,könyv,???
Biró Mária,Társadalmi és iskolai ünnepek : Beszédek,9-000294,2874364,9638609974,    .  .  ,2002,???,könyv,???
Mohás Lívia,Mit tudsz önmagadról?,9-000296,2874326,963110267X,    .  .  ,1975,???,könyv,???
Hankiss Elemér,Diagnózisok,9-000297,2874173,963271685X,    .  .  ,1982,???,könyv,???
Popper Péter,A belsõ utak könyve,9-000298,2873831,9631403645,    .  .  ,1985,???,könyv,???
Fürstné Kólyi Erzsébet,Hogyan viselkedjem?: Hasznos tanácsok tizenéveseknek és szüleiknek,9-000299,2874180,9638332123,    .  .  ,1990,???,könyv,???
Prohászka Ottokár,Világosság a sötétségben : pásztorlevelek,9-000300,2874197,,    .  .  ,É.N.,???,könyv,???
"Gooding, David",Küzdelem az élet értelméért : Világnézetünk kialakítása,9-000301,2874500,9639209619,    .  .  ,2001,???,könyv,???
"Carretto, Carlo",Városban pusztai magányod : Indítások a szemlélõdõ imára,9-000302,2874302,,    .  .  ,1981,???,könyv,???
"Auer, Alfons",A testben való ember : Test és nemiség mai keresztény szemmel,9-000303,2874258,,    .  .  ,1981,???,könyv,???
"Weil, Simone",Szerencsétlenség és istenszeretet : Válogatott írások,9-000304,2874807,9637964452,    .  .  ,1998,???,könyv,???
"Kalsi, Sewa Singh",A szikhizmus,9-000305,2874753,9630942283,    .  .  ,2001,???,könyv,???
"Hartley, Edmund",A katolicizmus,9-000306,2874708,9630941589,    .  .  ,2000,???,könyv,???
"Reader, Ian",A sintoizmus,9-000307,2874654,9630941848,    .  .  ,2000,???,könyv,???
"Kingsland, Venika Mehra",A hinduizmus,9-000309,2874609,9630941732,    .  .  ,2000,???,könyv,???
"Giussani, Luigi",A modern ember vallási tudata,9-000310,2874852,9637964134,    .  .  ,1994,???,könyv,???
Ács Zoltán,Nemzetiségek a történelmi Magyarországon,9-000311,2874685,9630923955,    .  .  ,1984,???,könyv,???
"Burcev, Vlagyimir","A Cion bölcseinek jegyzõkönyvei közönséges hamisítvány : Racskovszkij fabrikálta, és Hitler tette.",9-000312,2874821,9639171379,    .  .  ,1999,???,könyv,???
Kõhalmi Andrea,Krónika 1998-2002 : A Nemzetközi Kulturális Örökség Minisztériumának elsõ négy éve,9-000313,2874760,,    .  .  ,2002,???,könyv,???
Balkovitzné Cynolter Magda,Versértelmezések : Kézikönyv tanítók és tanárok számára,9-000314,2875514,9636972370,    .  .  ,2004,???,könyv,???
Molnár Károly,Hivatásuk a halál : Fejezetek az idegenlégió történetébõl,9-000315,2875415,9630231557,    .  .  ,1985,???,könyv,???
"Aszódi Éva, T.","Mûvészetre nevelés a családban : A gyermek irodalmi, képzõmûvészeti, filmmûvészeti és zenei nevelése",9-000316,2875460,9630906147,    .  .  ,1976,???,könyv,???
Teleki Béla,Sürgetõ feladat : Családpedagógiai gondolatok,9-000317,2875491,,    .  .  ,1992,???,könyv,???
"Szabó Judit, G.",Hogyan írjunk ötös fogalmazást?,9-000318,2875446,9638556730,    .  .  ,1997,???,könyv,???
Karácsony Sándor,Irodalmi nevelés,9-000320,2875330,963748776X,    .  .  ,1993,???,könyv,???
Baranyai Anita,Néprajz,9-000322,2875552,963006104X,    .  .  ,2000,???,könyv,???
Baranyai Anita,Néprajz,9-000323,2875156,963006104X,    .  .  ,2000,???,könyv,???
Mester Miklósné,"Varázslatos világ : Képes környezetismereti, környezetvédelmi olvasókönyv 2-4. osztályosok számára",9-000324,2876276,9634642268,    .  .  ,1997,???,könyv,???
Both Elõd,A Föld nevû bolygó,9-000325,2867359,9638380322,    .  .  ,1993,???,könyv,???
,A természet csodálatos világa : Oxford gyermekenciklopédia,9-000326,2875873,9639202843,    .  .  ,2000,???,könyv,???
,A természet csodálatos világa : Oxford gyermekenciklopédia,9-000327,2875927,9639202843,    .  .  ,2000,???,könyv,???
"Scott, Michael",Ökológia,9-000328,2875767,9638380411,    .  .  ,1996,???,könyv,???
Öveges József,Sugárözönben élünk,9-000330,2876573,,    .  .  ,1968,???,könyv,???
Pelle Béla,Így tanítjuk a matematikát II. kötet,9-000331,2876061,963173112X,    .  .  ,1978,???,könyv,???
,Az élõ világ,9-000332,2876580,9638380330,    .  .  ,1995,???,könyv,???
,Az élõ világ,9-000333,2876535,9638380330,    .  .  ,1995,???,könyv,???
Franyó István,Biológiai album II. : Az általános iskola 7. és 8. osztálya számára,9-000334,2876689,9631894045,    .  .  ,1999,???,könyv,???
Franyó István,Biológiai album II. : Az általános iskola 7. és 8. osztálya számára,9-000335,2876634,9631894045,    .  .  ,1999,???,könyv,???
Simon Tibor,Kis növényhatározó rendszertani és ökológiai tájékoztatóval,9-000337,2876740,9631826767,    .  .  ,1990,???,könyv,???
Buda Béla,Pszichoterápia,9-000338,2877150,9632809521,    .  .  ,1981,???,könyv,???
"Király Györgyi, B.",Celladam : Rákkkutatás magánkézben,9-000339,2877204,9632721144,    .  .  ,1987,???,könyv,???
Buga László,Orvosnaplóm,9-000340,2877259,9632408721,    .  .  ,1980,???,könyv,???
"Bryan, Jenny",Beszélgessünk a drogról !,9-000341,2877358,9631626725,    .  .  ,2000,???,könyv,???
"Forster, Marcella",Beszélgessünk a szexrõl és a párkapcsolatokról!,9-000342,2877402,9631626695,    .  .  ,2000,???,könyv,???
"Bryant-Mole, Karen",Beszélgessünk a dohányzásról !,9-000343,2877457,9631626709,    .  .  ,2000,???,könyv,???
"Bryant-Mole, Karen",Beszélgessünk az AIDS-rõl !,9-000344,2877501,9631626687,    .  .  ,2000,???,könyv,???
"Bryan, Jenny",Beszélgessünk az alkoholról !,9-000345,2877600,9631626717,    .  .  ,2000,???,könyv,???
Nácsa Klára,Az elsõsegély kézikönyve,9-000346,2877709,9638354062,    .  .  ,1993,???,könyv,???
Greguss Ferenc,Eleven találmányok,9-000348,2877693,9631102874,    .  .  ,1976,???,könyv,???
Kácsor László,Bogrács és nyárs a vízparton,9-000350,2878003,9637908048,    .  .  ,1991,???,könyv,???
Krúdy Gyula,Az emlékek szakácskönyve : Ízes írások és régi receptek,9-000351,2877907,,    .  .  ,1983,???,könyv,???
"Phillips, Barty",Nagy háztartáskönyv,9-000352,2878348,963799016X,    .  .  ,1991,???,könyv,???
Jámborné Zsámár Margit,Rábaközi hímzések,9-000353,2878041,,    .  .  ,1977,???,könyv,???
,"Rábaközi hímzõkönyv ""Mintalapgyûjteménye""",9-000354,2878140,,    .  .  ,É.N.,???,könyv,???
Lengyel Györgyi,Kézimunkakönyv,9-000355,2877808,,    .  .  ,1963,???,könyv,???
Soltész Nagy Anna,Minerva nagy hímzõalbum,9-000356,2878249,9632230841,    .  .  ,1976,???,könyv,???
"Conti, Flavio","Dióhéjban a görög mûvészetrõl : Építészet, szobrászat, festészet",9-000357,2878980,9631328589,    .  .  ,1989,???,könyv,???
Nagy Mária,Kreatív origami,9-000358,2877860,9639355240,    .  .  ,É.N.,???,könyv,???
"Feghelm, Stephanie","Üvegfestés : Vidám, színes minták",9-000359,2878317,9639003840,    .  .  ,2000,???,könyv,???
Nemes Sándor,"Famívesság, diszítõ fafaragás",9-000360,2878119,9638397071,    .  .  ,1994,???,könyv,???
Juhász Elõd,Bernstein story,9-000361,2878607,,    .  .  ,1973,???,könyv,???
Murányi-Kovács Endre,Manet ; Degas ; Renoir,9-000362,2878935,,    .  .  ,1973,???,könyv,???
Pécsi Géza,"Kulcs a muzsikához : Mûvészeti, zeneelméleti és magyar népzenei alapismeretek",9-000363,2879154,9631844986,    .  .  ,1989,???,könyv,???
Lajta Edit,"Greco, Velazgues, Golya",9-000364,2878942,,    .  .  ,1973,???,könyv,???
Kodály Zoltán,A zene mindenkié : Válogatott írások,9-000366,2878454,9633300576,    .  .  ,1975,???,könyv,???
Berger György,"Fejtörõ játékok, játékos fejtörõk",9-000367,2879130,,    .  .  ,1975,???,könyv,???
Róna István,Híres vadászkalandok,9-000368,2879512,,    .  .  ,1960,???,könyv,???
Zsolt István,Fészekrakás Észak-Amerikában,9-000369,2879468,9634226264,    .  .  ,1984,???,könyv,???
Vitray Tamás,Hivatásos sportrajongó,9-000370,2879413,9632535766,    .  .  ,1981,???,könyv,???
Hernádi Sándor,"Helyesen, szépen magyarul",9-000371,2880259,9631739074,    .  .  ,1979,???,könyv,???
Lõrincze Lajos,Német nyelvtan alapfokon a 66 szemléltetõ kártyához,9-000372,2880143,9631834212,    .  .  ,1990,???,könyv,???
"Nagy Lajos, Cs.",Alapfokú helyesírási gyakorlókönyv,9-000374,2879857,9637685006,    .  .  ,1993,???,könyv,???
Magyar Tudományos Akadémia (Budapest),A magyar helyesírás szabályai,9-000375,2879895,9630560100,    .  .  ,1991,???,könyv,???
Magyar Tudományos Akadémia (Budapest),A magyar helyesírás szabályai,9-000376,2879949,9630560100,    .  .  ,1991,???,könyv,???
Magyar Tudományos Akadémia (Budapest),A magyar helyesírás szabályai,9-000377,2879994,9630560100,    .  .  ,1991,???,könyv,???
Magyar Tudományos Akadémia (Budapest),A magyar helyesírás szabályai,9-000378,2880044,9630560100,    .  .  ,1991,???,könyv,???
Vargha Balázs,Játsszunk a szóval !,9-000379,2880181,,    .  .  ,1974,???,könyv,???
Vargha Balázs,Játsszunk a szóval !,9-000380,2880235,,    .  .  ,1974,???,könyv,???
Albert Zsuzsa,Miért szép ? : Századunk magyar lírája verselemzésekben,9-000381,2880310,,    .  .  ,1968,???,könyv,???
Tóth Tibor,Gárdonyitól Gárdonyiról,9-000382,2880914,9631826481,    .  .  ,1990,???,könyv,???
Illyés Gyula,Beatrice apródjai,9-000383,2880426,9631503720,    .  .  ,1981,???,könyv,???
Illyés Gyula,Petõfi Sándor,9-000384,2880839,,    .  .  ,1972,???,könyv,???
Bernáth Zsigmond,"Hogy él, Jensen úr?",9-000385,2881010,9632812697,    .  .  ,1983,???,könyv,???
Germanus Gyula,Allah Akbar !,9-000386,2880976,9631506444,    .  .  ,1976,???,könyv,???
Kálmán Zsófia,Levélcímünk : Chicago 60615,9-000387,2881430,9632804872,    .  .  ,1980,???,könyv,???
Kittenberger Kálmán,A Kilimandzsárótól Nagymarosig,9-000389,2880990,,    .  .  ,1964,???,könyv,???
Móga János,Vándorúton Indiában,9-000390,2881232,9632822277,    .  .  ,1989,???,könyv,???
,Magyarok az Antarktiszon,9-000391,2881331,9630907151,    .  .  ,1976,???,könyv,???
"Leuenberger, Hans",A kolibri irányában,9-000392,2881386,,    .  .  ,1968,???,könyv,???
"Szczygiel, Bogdan",A titokzatos Niger,9-000393,2881423,9632804716,    .  .  ,1977,???,könyv,???
Cseke László,Dunakanyar,9-000394,2881003,9632431529,    .  .  ,1977,???,könyv,???
Nagy Vendelné,Földrajzi olvasókönyv : Magyarország,9-000395,2881157,9631713814,    .  .  ,1976,???,könyv,???
"Montanelli, Indro",Garibaldi,9-000396,2882086,,    .  .  ,1973,???,könyv,???
"Curie, Eve",Madame Curie,9-000397,2881775,,    .  .  ,1938,???,könyv,???
"Adamson, George",Életem,9-000398,2881874,,    .  .  ,1970,???,könyv,???
Ürögdi György,Néró,9-000399,2881782,9632804740,    .  .  ,1977,???,könyv,???
Koroknay István,Ausztrália és Óceánia,9-000400,2881928,,    .  .  ,1972,???,könyv,???
Fehér György,Yves de Daruvár,9-000401,2881737,,    .  .  ,1992,???,könyv,???
"Robertson, Feleur",Az emberiség története,9-000403,2881645,9639031518,    .  .  ,1998,???,könyv,???
"Robertson, Feleur",Az emberiség története,9-000404,2881652,9639031518,    .  .  ,1998,???,könyv,???
Dürr Béla,Történetek a legújabb korból,9-000405,2882864,9631741982,    .  .  ,1979,???,könyv,???
"Eisenhower, Dwight D.",Keresztes háború Európában,9-000406,2882826,9633263069,    .  .  ,1982,???,könyv,???
Halmos Dénes,Nemzetközi szerzõdések 1918-1945 : A két világháború közötti korszak és a második világháború ...,9-000407,2882871,,    .  .  ,1966,???,könyv,???
Engel Pál,"Beilleszkedés Európába, a kezdetektõl 1440-ig",9-000408,2882772,9637403892,    .  .  ,1990,???,könyv,???
Németh László,"Szókincstár gyermeklexikon : 2., 3., és 4. osztályosok számára",9-000409,2884066,9634645224,    .  .  ,2000,???,könyv,???
Németh László,"Szókincstár gyermeklexikon : 2., 3., és 4. osztályosok számára",9-000410,2884110,9634643167,    .  .  ,1997,???,könyv,???
Csapody Vera,"Magyarország kulturflórája : Színes atlasz ""Magyarország kultúrflórájá""-hoz",9-000411,2883380,,2003.02.14,1961,???,könyv,???
Balázs Lóránt Dr.,Kémiatörténeti ABC,9-000412,2883182,9631802670,    .  .  ,1987,???,könyv,???
Ujváry Zoltán,Szólások és közmondások nagy könyve,9-000413,2883175,9635961111,    .  .  ,2003,???,könyv,???
Deme László,Helyesírási kéziszótár,9-000414,2882963,9630560402,    .  .  ,1988,???,könyv,???
Deme László,Helyesírási kéziszótár,9-000415,2882918,9630560402,    .  .  ,1988,???,könyv,???
Deme László,Helyesírási kéziszótár,9-000416,2883014,9630560402,    .  .  ,1988,???,könyv,???
Halász Elõd,Magyar-német szótár = Ungarisch-deutsches Wörterbuch,9-000417,2883519,9630533146,    .  .  ,1983,???,könyv,???
Halász Elõd,Német-magyar szótár,9-000418,2883526,9630560518,    .  .  ,1991,???,könyv,???
Halász Elõd,Magyar-német szótár,9-000419,2883410,9630560526,    .  .  ,1991,???,könyv,???
Halász Elõd,Német-magyar szótár,9-000420,2883427,9630560518,    .  .  ,1991,???,könyv,???
Halász Elõd,Magyar-német szótár,9-000421,2883366,9630560526,    .  .  ,1991,???,könyv,???
Bánhegyi Ferenc,Gróf Széchenyi István,9-000422,2882598,9634649513,    .  .  ,2005,???,könyv,???
Gál György Sándor,Operettek könyve : Az operett regényes története,9-000424,2883977,9633301378,    .  .  ,1976,???,könyv,???
Szilágyi Ferenc,Így élt Kõrösi Csoma Sándor,9-000425,2885063,9631106284,    .  .  ,1977,???,könyv,???
Tüskés Tibor,Így élt Zrínyi Miklós,9-000426,2885018,963111693X,    .  .  ,1979,???,könyv,???
,Jeles napjaink : Irodalmi antológia iskolai ünnepekhez,9-000430,2865171,,    .  .  ,1991,???,könyv,???
Németné Dávid Irén,"Anyák napi köszöntõk: Iskolai, óvodai kézikönyv pedagógusok számára",9-000432,2864938,9639103861,    .  .  ,É.N.,???,könyv,???
Keresztury Dezsõ,Így élt Arany János,9-000433,2885162,9631112446,    .  .  ,1978,???,könyv,???
Erdõdy János,Így élt Kolumbusz,9-000434,2885261,9631110966,    .  .  ,1978,???,könyv,???
Veress Dániel,Így élt Mikes Kelemen,9-000435,2885216,9631111784,    .  .  ,1978,???,könyv,???
Gerencsér Miklós,Így élt Táncsics Mihály,9-000436,2885117,963111225X,    .  .  ,1978,???,könyv,???
,Usborne képes német szótár gyerekeknek,9-000437,2886008,9639202681,    .  .  ,1999,???,könyv,???
,Usborne képes német szótár gyerekeknek,9-000438,2886053,9639202681,    .  .  ,1999,???,könyv,???
,Usborne képes német szótár gyerekeknek,9-000439,2886152,9639202681,    .  .  ,1999,???,könyv,???
,Usborne képes német szótár gyerekeknek,9-000440,2886107,9639202681,    .  .  ,1999,???,könyv,???
,Usborne képes német szótár gyerekeknek,9-000441,2885599,9639202681,    .  .  ,1999,???,könyv,???
,Usborne képes német szótár gyerekeknek,9-000442,2885544,9639202681,    .  .  ,1999,???,könyv,???
,Usborne képes német szótár gyerekeknek,9-000443,2885957,9639202681,    .  .  ,1999,???,könyv,???
,Usborne képes német szótár gyerekeknek,9-000444,2885902,9639202681,    .  .  ,1999,???,könyv,???
Szokolay Katalin,És a varsói gettó felkelt...,9-000446,2883649,9630922029,    .  .  ,1983,???,könyv,???
